Region,Bank,API,Channel,OrderPriority,OrderDate,OrderID,APISold,TotalCost,TotalProfit
Asia,2,8,Offline,L,3/29/16,186966979,6539,3286109.06,1083708.47
Asia,2,8,Online,C,8/9/11,387406098,928,33259.52,68152.32
Australia and Oceania,3,2,Online,C,3/20/12,754796206,9826,312368.54,153875.16
Middle East and North Africa,3,10,Offline,C,9/27/11,400123631,4329,137618.91,67792.14
Asia,1,2,Online,C,4/2/16,304687201,2569,81668.51,40230.54
Sub-Saharan Africa,2,2,Offline,L,3/10/10,170098245,4705,1715866.45,269126
Europe,2,6,Online,L,2/11/13,668280589,7932,2892721.08,453710.4
Sub-Saharan Africa,2,1,Offline,C,5/20/15,291470563,1472,83418.24,36888.32
Middle East and North Africa,3,1,Offline,M,3/7/12,302216994,1579,10926.68,3805.39
Central America and the Caribbean,2,4,Offline,L,12/4/14,683381211,6542,766133.62,579555.78
Sub-Saharan Africa,3,9,Online,L,2/24/17,588137042,1675,879308,211468.75
Sub-Saharan Africa,2,2,Offline,C,6/18/13,589970815,4329,245324.43,108484.74
Australia and Oceania,2,1,Offline,M,11/23/10,432681357,8884,1416287.28,851620.24
Europe,3,3,Online,C,7/14/17,380379998,1749,878942.46,289861.77
Europe,1,2,Online,H,1/16/16,767490565,6368,228229.12,467665.92
Australia and Oceania,3,9,Online,M,11/6/12,648749387,8215,746989.95,518612.95
Central America and the Caribbean,3,8,Online,L,9/5/11,949205291,9794,67774.48,23603.54
Asia,2,7,Offline,H,4/22/17,414219605,5641,2057216.29,322665.2
Sub-Saharan Africa,3,2,Offline,C,8/25/16,559466159,7324,713650.56,403845.36
Europe,1,8,Offline,L,10/30/12,720931279,8441,822491.04,465436.74
North America,3,1,Offline,H,10/29/13,304913794,9623,5051690.08,1214903.75
Europe,3,8,Online,L,7/13/13,138025033,3529,343865.76,194589.06
Asia,3,2,Offline,H,9/10/10,217188823,9854,353167.36,723677.76
Central America and the Caribbean,3,7,Online,M,9/10/12,159641492,320,116700.8,18304
Europe,1,6,Offline,H,8/16/16,552931869,3682,1342788.58,210610.4
Sub-Saharan Africa,1,2,Offline,L,1/26/13,704921281,727,70838.88,40086.78
Sub-Saharan Africa,3,5,Online,L,8/9/12,893783557,9271,903366.24,511202.94
Asia,1,6,Online,H,9/25/11,118005025,9164,4810733.44,1156955
Middle East and North Africa,2,6,Offline,M,10/18/11,146384513,7285,709850.4,401694.9
Sub-Saharan Africa,2,10,Online,C,3/20/15,568033349,2546,91248.64,186978.24
Europe,2,10,Online,L,2/8/14,142375361,888,6144.96,2140.08
Asia,3,5,Online,C,10/21/16,849146878,286,9091.94,4478.76
Central America and the Caribbean,2,10,Online,H,10/9/13,238396728,5744,325512.48,143944.64
Middle East and North Africa,3,5,Online,H,9/6/11,880486238,4299,418894.56,237046.86
Europe,3,3,Offline,C,6/27/14,916089236,17,4476.61,2955.79
Asia,1,4,Online,H,1/22/12,806192052,8998,1053755.78,797132.82
Asia,2,9,Online,M,4/9/14,182093513,4372,512004.92,387315.48
Asia,2,8,Offline,H,11/26/16,995404946,1299,8989.08,3130.59
Sub-Saharan Africa,2,10,Online,C,1/12/13,768050181,1971,62658.09,30865.86
Europe,1,6,Offline,L,12/6/11,242265546,614,4248.88,1479.74
Sub-Saharan Africa,1,10,Offline,M,7/31/12,230599868,8480,4451660.8,1070600
Europe,2,3,Online,M,1/12/15,265914475,8857,2332313.81,1539966.59
North America,1,3,Offline,M,8/10/16,851383197,2062,1036237.48,341735.26
Central America and the Caribbean,3,3,Offline,L,9/16/15,310492360,444,25161.48,11126.64
Europe,2,6,Online,L,7/26/15,637040793,3382,329542.08,186483.48
Sub-Saharan Africa,2,9,Online,H,12/3/12,745139825,2288,72735.52,35830.08
Sub-Saharan Africa,1,1,Online,M,12/7/16,519213283,5603,2815731.62,928585.19
Asia,3,5,Online,C,2/9/15,363997495,3802,345715.86,240020.26
Europe,1,2,Offline,L,12/12/14,754541289,4390,248781.3,110013.4
Central America and the Caribbean,2,2,Online,H,6/11/17,886205995,6902,3468531.08,1143868.46
Sub-Saharan Africa,3,5,Online,C,4/19/13,924665439,7906,1260374.52,757869.16
Asia,3,4,Online,H,12/30/16,655905950,6001,3015742.54,994545.73
Sub-Saharan Africa,1,7,Offline,H,1/3/10,836226356,6816,216680.64,106738.56
Middle East and North Africa,3,2,Offline,C,9/25/12,942237985,8013,4026853.02,1327994.49
Asia,3,6,Online,H,7/24/12,520864665,4284,501699.24,379519.56
Middle East and North Africa,3,2,Offline,H,2/1/13,539342725,2353,229276.32,129744.42
Asia,1,5,Offline,M,3/11/15,235220992,5974,952375.08,572667.64
Asia,2,5,Online,C,3/27/13,266360795,933,109263.63,82654.47
Asia,1,4,Online,H,1/6/14,460935962,49,7811.58,4697.14
Sub-Saharan Africa,1,3,Online,M,3/31/10,267432820,8169,956671.59,723691.71
Sub-Saharan Africa,3,8,Offline,H,8/20/14,104650199,7174,840147.14,635544.66
Central America and the Caribbean,2,8,Online,L,8/30/10,911699426,975,256746.75,169523.25
Middle East and North Africa,1,2,Offline,L,12/14/16,998004329,514,81941.88,49272.04
Asia,1,10,Online,L,5/3/15,993301236,8764,496655.88,219625.84
Europe,1,6,Offline,L,3/16/15,697638976,5731,521119.83,361798.03
Middle East and North Africa,2,7,Online,C,11/16/11,431378877,3451,908751.83,600025.37
Australia and Oceania,2,8,Offline,C,2/1/13,585194766,990,90020.7,62498.7
Central America and the Caribbean,1,1,Offline,C,7/1/12,270072972,9449,535474.83,236791.94
Europe,1,3,Online,C,3/10/16,467312324,6956,1108925.52,666802.16
Middle East and North Africa,1,4,Offline,C,3/2/16,878524148,3673,25417.16,8851.93
Central America and the Caribbean,1,3,Online,C,11/8/16,375632274,6792,1788537.36,1180925.04
Sub-Saharan Africa,2,2,Offline,M,3/3/16,150873029,5537,38316.04,13344.17
Sub-Saharan Africa,2,1,Offline,C,11/18/16,566795241,6162,560310.66,389007.06
Asia,2,4,Online,M,4/4/15,706260240,6954,394083.18,174267.24
Europe,3,9,Online,L,5/26/12,622441852,3231,115799.04,237284.64
Middle East and North Africa,1,9,Offline,H,6/30/10,888826406,2340,74388.6,36644.4
Europe,2,8,Online,C,7/27/16,349212729,8662,3158944.78,495466.4
Asia,2,10,Offline,L,1/1/16,167712152,8607,3138886.83,492320.4
Middle East and North Africa,2,9,Offline,M,2/28/14,678748500,5619,38883.48,13541.79
Australia and Oceania,3,2,Online,C,6/26/17,937058103,5171,2598634.34,856989.83
Middle East and North Africa,3,2,Online,M,7/19/14,967689788,9767,350049.28,717288.48
Sub-Saharan Africa,2,3,Offline,L,2/14/10,416004884,3945,1038836.85,685917.15
Australia and Oceania,3,6,Offline,C,11/7/13,797677218,9270,1477823.4,888622.2
Central America and the Caribbean,1,7,Online,C,9/16/13,548693120,9342,910284.48,515117.88
Asia,1,9,Online,H,2/4/10,875351417,4791,33153.72,11546.31
Sub-Saharan Africa,3,8,Online,H,1/22/12,804263436,8278,806608.32,456448.92
Europe,1,3,Online,H,10/6/10,332353007,9495,2500318.35,1650895.65
Europe,2,1,Offline,H,8/8/13,876856458,166,60538.54,9495.2
Asia,3,4,Online,M,2/1/10,325322616,9046,822552.78,571073.98
Asia,1,3,Online,L,7/8/13,685612809,6921,3478079.34,1147017.33
Sub-Saharan Africa,2,5,Offline,M,10/5/11,435900866,1608,51118.32,25181.28
Asia,2,4,Online,C,6/15/16,374673116,2956,471245.52,283362.16
Sub-Saharan Africa,3,7,Offline,L,10/21/13,470728385,7845,918727.95,694988.55
Europe,1,3,Offline,C,10/19/13,313178002,5185,164831.15,81197.1
Europe,2,6,Online,L,2/17/16,461445796,920,52136.4,23055.2
Sub-Saharan Africa,3,3,Online,L,12/26/13,195268094,3023,171313.41,75756.38
Central America and the Caribbean,1,6,Offline,C,12/20/12,664693725,6499,633262.56,358354.86
Sub-Saharan Africa,2,4,Online,C,3/9/12,840084016,8384,816936.96,462293.76
Sub-Saharan Africa,2,10,Offline,L,8/5/15,662112796,2745,722840.85,477273.15
Australia and Oceania,1,3,Online,C,1/20/13,591766393,5681,516573.33,358641.53
Sub-Saharan Africa,1,8,Online,H,6/11/14,260343635,322,11540.48,23647.68
Asia,2,5,Offline,C,7/20/15,719455850,1829,667018.01,104618.8
Europe,2,6,Offline,C,1/3/17,391026866,2394,630412.02,416244.78
Asia,2,4,Offline,L,12/15/12,917293012,6241,353677.47,156399.46
Australia and Oceania,3,8,Offline,L,7/8/17,410803115,4626,737476.92,443448.36
Europe,3,7,Offline,C,8/7/15,204418504,833,75744.69,52587.29
Sub-Saharan Africa,2,6,Online,C,2/5/12,801313006,5180,293550.6,129810.8
Europe,1,7,Offline,L,12/22/12,524972951,17,6199.73,972.4
Europe,1,3,Online,C,11/27/13,469197165,4723,150144.17,73962.18
Middle East and North Africa,1,6,Offline,L,8/17/11,448096978,708,371671.68,89385
Australia and Oceania,2,6,Online,H,4/17/15,346096217,6417,229985.28,471264.48
Central America and the Caribbean,2,8,Online,H,5/28/12,567931210,2321,16061.32,5593.61
Europe,2,1,Offline,H,6/23/10,688650786,5926,2978052.04,982115.98
Australia and Oceania,3,5,Online,M,6/30/10,803616273,6768,1078954.56,648780.48
North America,3,1,Offline,M,9/26/10,178501498,1415,137877.6,78023.1
Sub-Saharan Africa,1,6,Offline,H,7/16/10,399292790,8465,2229088.45,1471809.55
Sub-Saharan Africa,3,5,Online,L,2/2/14,422288978,3548,1862558.08,447935
Asia,3,7,Offline,C,7/1/11,624101388,4324,393181.32,272974.12
Australia and Oceania,1,10,Online,C,11/14/12,551653850,5488,642699.68,486181.92
Central America and the Caribbean,2,5,Online,L,3/26/14,272182691,3762,1371963.78,215186.4
Europe,1,3,Online,M,6/17/16,823236739,2900,1522384,366125
Sub-Saharan Africa,2,7,Offline,L,12/2/13,162677323,8690,492462.3,217771.4
Central America and the Caribbean,3,7,Online,M,5/29/13,818678271,3948,1984027.92,654302.04
Europe,2,10,Offline,L,3/17/15,439725911,3524,24386.08,8492.84
Asia,2,7,Offline,H,11/17/16,344619071,9296,295519.84,145575.36
Sub-Saharan Africa,2,9,Offline,M,1/20/17,572469079,5177,825317.34,496267.22
Sub-Saharan Africa,2,4,Offline,M,8/22/11,332699763,2108,67013.32,33011.28
Europe,1,4,Online,H,10/1/12,255047452,3064,298556.16,168948.96
Australia and Oceania,3,5,Online,H,8/22/14,139560973,8048,2119279.84,1399305.76
Middle East and North Africa,3,2,Online,M,8/14/12,306601655,9098,326072.32,668157.12
Asia,2,9,Offline,M,6/6/14,246843326,5280,167851.2,82684.8
Asia,3,8,Online,M,9/24/13,871272313,7694,4039042.24,971367.5
Central America and the Caribbean,1,5,Online,M,8/8/16,461187446,4469,30925.48,10770.29
Sub-Saharan Africa,2,10,Offline,M,1/18/15,518200051,5766,1518360.78,1002534.42
Sub-Saharan Africa,3,3,Offline,M,6/30/13,814233958,8777,279020.83,137447.82
Asia,2,3,Offline,H,6/7/17,741525495,2727,718100.91,474143.49
Europe,1,2,Offline,C,6/26/14,662623488,3870,1411350.3,221364
Europe,3,3,Offline,M,1/22/16,560389268,492,44737.56,31059.96
Middle East and North Africa,2,7,Offline,C,9/12/15,487996661,7911,54744.12,19065.51
North America,1,3,Online,L,7/29/15,118931996,3475,315981.75,219376.75
Sub-Saharan Africa,1,3,Online,L,2/24/15,996994102,1565,412111.45,272106.55
Asia,3,2,Online,C,12/10/14,686294305,8591,486851.97,215290.46
Australia and Oceania,2,7,Offline,C,10/2/12,421256434,7995,1274562.9,766400.7
Asia,2,2,Online,L,1/8/15,156616818,5252,36343.84,12657.32
Asia,1,10,Online,C,4/25/10,817424285,2866,260605.38,180930.58
Sub-Saharan Africa,3,3,Offline,M,12/27/10,249040162,5373,629232.03,475994.07
Europe,2,9,Offline,C,7/12/11,867138278,4341,2278851.36,548051.25
Sub-Saharan Africa,1,7,Offline,L,1/22/15,207704961,3368,107068.72,52742.88
Central America and the Caribbean,3,2,Offline,H,5/31/14,377039039,3085,280519.05,194756.05
Asia,1,1,Offline,H,1/21/11,401751840,6152,720460.72,545005.68
Sub-Saharan Africa,2,8,Offline,L,4/23/11,278767192,2262,81070.08,166121.28
Europe,2,4,Online,H,12/25/14,525321424,3138,1576970.52,520060.74
Australia and Oceania,3,10,Online,H,8/5/11,828963363,7535,685157.55,475684.55
Europe,2,2,Online,H,6/10/14,497554337,6240,223641.6,458265.6
Sub-Saharan Africa,2,2,Offline,M,5/22/11,709268176,7070,48924.4,17038.7
Middle East and North Africa,3,9,Offline,L,1/29/14,462591207,9873,962025.12,544397.22
Europe,1,2,Offline,M,4/15/16,626322257,1529,86648.43,38316.74
Australia and Oceania,3,3,Offline,M,11/9/12,789572656,950,86383.5,59973.5
Europe,2,7,Offline,C,1/21/11,611766231,4077,649955.34,390821.22
Central America and the Caribbean,2,9,Offline,C,8/21/11,272639310,8885,4664269.6,1121731.25
Central America and the Caribbean,1,2,Online,H,8/22/12,922240722,379,2622.68,913.39
Europe,2,6,Offline,H,3/3/13,630931794,5593,891636.06,536144.98
Europe,2,6,Offline,L,3/4/17,239386355,8597,4513081.12,1085371.25
Asia,2,9,Online,C,7/11/14,208590734,5488,196689.92,403038.72
Sub-Saharan Africa,2,7,Offline,M,2/3/15,169843757,9397,532527.99,235488.82
Asia,1,4,Online,H,9/1/14,274756753,5484,642231.24,485827.56
Middle East and North Africa,1,4,Online,H,11/19/13,745253551,5942,336733.14,148906.52
Sub-Saharan Africa,1,1,Online,C,6/15/14,523570477,4994,584847.34,442418.46
Asia,2,6,Online,H,5/10/15,422256362,3896,379626.24,214825.44
Europe,1,8,Offline,M,8/21/16,874172532,5933,2981569.82,983276.09
Australia and Oceania,2,10,Offline,C,8/18/15,582492816,1423,715114.42,235833.79
Europe,2,5,Offline,C,9/19/10,570703542,2715,153859.05,68037.9
Europe,3,5,Online,M,9/20/12,132603538,9188,2419476.04,1597517.56
Central America and the Caribbean,3,10,Offline,M,10/20/10,882304131,2254,263965.94,199681.86
Middle East and North Africa,3,3,Online,M,2/13/14,904229152,355,56594.1,34030.3
Middle East and North Africa,2,6,Offline,L,3/6/10,603114926,3964,2080941.44,500455
Sub-Saharan Africa,1,9,Online,H,1/20/14,454010283,587,57197.28,32367.18
Europe,3,5,Offline,L,8/6/11,552276551,9759,3559009.71,558214.8
Europe,3,5,Offline,M,3/22/16,163587558,8048,784197.12,443766.72
Central America and the Caribbean,3,5,Offline,M,2/16/12,873929631,4053,128844.87,63469.98
Sub-Saharan Africa,1,3,Online,L,1/26/11,739601600,3404,398642.44,301560.36
Sub-Saharan Africa,1,5,Online,M,9/25/10,137214791,3761,990384.13,653925.07
Sub-Saharan Africa,3,2,Offline,C,8/26/13,413693034,9817,67933.64,23658.97
Asia,1,2,Offline,H,11/7/15,736272656,8296,57408.32,19993.36
Sub-Saharan Africa,1,1,Offline,L,8/18/10,342502486,2952,470607.84,282978.72
Central America and the Caribbean,2,7,Offline,L,1/29/15,790243852,9572,2520594.76,1664283.64
Asia,2,6,Online,M,4/9/13,107670581,972,55083.24,24358.32
Australia and Oceania,2,6,Online,H,1/24/13,443269002,2003,1006587.62,331957.19
Europe,2,1,Offline,M,1/10/12,415837943,4543,724245.06,435491.98
Australia and Oceania,2,4,Offline,L,5/8/16,964488732,2504,79602.16,39212.64
Europe,2,1,Offline,H,5/17/14,398645198,6828,1088519.76,654532.08
Sub-Saharan Africa,1,10,Online,C,8/23/10,248043668,488,3376.96,1176.08
North America,1,1,Online,C,7/20/14,312732970,3490,919021.7,606806.3
Europe,1,2,Offline,H,11/2/13,913074433,7870,445992.9,197222.2
Middle East and North Africa,2,1,Offline,C,3/31/16,639741885,2695,1354345.3,446642.35
Sub-Saharan Africa,2,4,Online,C,6/9/15,403721654,9064,4758237.44,1144330
Asia,2,7,Offline,H,6/27/17,286312568,5106,182999.04,374984.64
Europe,3,5,Offline,H,5/27/14,889125955,983,6802.36,2369.03
Australia and Oceania,1,2,Offline,M,8/10/10,184085643,3887,123567.73,60870.42
Europe,1,3,Offline,H,8/6/11,263427960,3042,21050.64,7331.22
Asia,1,8,Offline,H,7/23/12,589701735,4703,149508.37,73648.98
Asia,2,10,Offline,C,5/3/17,245768296,7155,650604.15,451695.15
Australia and Oceania,2,1,Offline,L,11/22/11,184801471,5717,181743.43,89528.22
Australia and Oceania,3,1,Online,M,7/21/13,980287587,7736,1233273.12,741572.96
Middle East and North Africa,3,9,Online,C,3/14/14,576025474,7593,1210476.06,727864.98
Asia,3,6,Online,H,5/10/14,136126458,1699,165550.56,93682.86
Sub-Saharan Africa,3,9,Online,L,10/26/11,895014369,3496,111137.84,54747.36
Asia,3,8,Online,C,1/10/13,107425534,8458,268879.82,132452.28
Sub-Saharan Africa,1,7,Offline,M,2/15/14,498408782,9089,2393406.37,1580304.43
Sub-Saharan Africa,2,2,Online,M,4/27/12,813325440,9927,2614076.91,1726007.49
Sub-Saharan Africa,2,4,Offline,M,4/1/17,767849338,2537,404448.54,243196.82
Middle East and North Africa,2,8,Offline,L,11/18/16,597966802,520,3598.4,1253.2
Middle East and North Africa,2,4,Online,C,8/18/11,609976661,4504,255241.68,112870.24
Europe,3,5,Online,H,7/12/10,730490243,7151,2607898.19,409037.2
Middle East and North Africa,1,9,Online,H,4/29/12,956431376,8153,462030.51,204314.18
Europe,1,3,Online,L,11/1/16,905036389,9234,1081393.74,818040.06
Australia and Oceania,1,1,Offline,H,7/28/13,263854110,9149,3336548.81,523322.8
Central America and the Caribbean,2,4,Online,C,11/2/15,140745866,8684,1384403.28,832448.24
Sub-Saharan Africa,2,10,Online,C,6/28/11,813885486,5656,202711.04,415376.64
Europe,2,6,Online,C,3/4/12,381759297,9914,355317.76,728084.16
Europe,1,4,Offline,M,9/2/11,613166129,8338,2195645.54,1449728.06
Sub-Saharan Africa,2,10,Offline,H,5/22/12,197217309,9839,958712.16,542522.46
Central America and the Caribbean,2,9,Offline,M,1/9/14,593336665,359,12866.56,26364.96
Europe,3,4,Offline,M,5/3/17,181260526,7872,4132485.12,993840
Sub-Saharan Africa,3,3,Online,L,10/14/12,111037719,7383,719399.52,407098.62
Asia,2,6,Online,M,8/16/14,253029572,5928,3111962.88,748410
Middle East and North Africa,1,8,Offline,H,8/27/11,547909915,7574,271452.16,556234.56
Asia,1,7,Online,M,6/19/16,556665074,8421,765721.53,531617.73
Central America and the Caribbean,3,4,Offline,L,3/19/16,810593879,1597,802556.38,264670.81
Middle East and North Africa,1,6,Offline,L,4/4/14,561307656,2264,81141.76,166268.16
Australia and Oceania,1,10,Offline,L,3/27/11,930730235,2614,688344.62,454496.18
Central America and the Caribbean,3,6,Online,L,6/4/16,861097943,6872,246292.48,504679.68
Europe,2,4,Online,C,9/1/13,264959609,6291,612995.04,346885.74
Europe,3,4,Online,L,7/31/10,475176560,4159,28780.28,10023.19
Europe,1,9,Offline,H,1/23/12,194922626,791,126101.22,75825.26
Europe,3,8,Offline,M,7/3/16,447684133,8538,831942.72,470785.32
Europe,1,4,Online,H,1/4/12,527259910,6779,384165.93,169881.74
Asia,3,9,Online,M,6/15/10,247761285,6925,220145.75,108445.5
Central America and the Caribbean,1,3,Offline,C,6/3/13,393612086,7418,2705270.42,424309.6
Sub-Saharan Africa,2,8,Offline,M,12/30/15,469548642,8732,312954.88,641278.08
Asia,3,8,Online,M,7/13/10,950619781,8373,57941.16,20178.93
Sub-Saharan Africa,2,7,Offline,M,3/2/13,132186830,5875,1547063.75,1021486.25
Europe,2,6,Online,M,8/10/14,879923617,7807,1244591.94,748379.02
Europe,2,4,Offline,H,3/9/14,279816472,2767,269616.48,152572.38
Australia and Oceania,2,6,Offline,C,2/4/16,888164222,6385,202979.15,99989.1
Sub-Saharan Africa,3,1,Online,H,6/11/10,381578195,6322,1664772.26,1099206.14
Sub-Saharan Africa,1,1,Online,M,11/27/14,106982219,7271,3653968.34,1205022.83
Central America and the Caribbean,2,1,Offline,H,5/14/10,131612622,5954,41201.68,14349.14
Europe,2,3,Online,M,11/5/12,593018233,6128,597112.32,337897.92
Europe,1,4,Online,H,9/16/16,349060380,3578,570404.76,342987.08
Central America and the Caribbean,3,7,Online,M,8/11/13,127912890,1122,563849.88,185949.06
Sub-Saharan Africa,1,10,Offline,C,5/27/11,278062093,3607,949831.31,627149.09
Central America and the Caribbean,3,5,Offline,H,3/21/15,318306815,2915,20171.8,7025.15
Middle East and North Africa,2,1,Online,H,2/13/16,287758386,2956,346177.16,261872.04
Asia,1,2,Offline,L,1/3/10,295840632,4672,32330.24,11259.52
Asia,3,10,Online,H,7/30/16,972289884,1038,32998.02,16255.08
Middle East and North Africa,2,4,Online,C,12/6/14,317154967,2058,187133.94,129921.54
Central America and the Caribbean,2,7,Offline,H,7/12/15,450797212,9767,3561927.23,558672.4
Europe,3,10,Offline,C,12/18/10,863890445,3235,1625716.9,536136.55
Europe,1,3,Online,C,1/16/10,667420995,3559,201688.53,89188.54
Europe,1,9,Offline,H,4/10/11,842687690,8869,806458.17,559899.97
Australia and Oceania,3,4,Offline,H,3/25/14,191301858,9326,528504.42,233709.56
Middle East and North Africa,1,10,Online,L,10/8/15,285187327,2123,248624.53,188076.57
Central America and the Caribbean,2,6,Offline,M,10/20/13,516580426,6483,2364285.27,370827.6
Sub-Saharan Africa,2,8,Offline,L,2/9/11,348029983,8661,3158580.09,495409.2
Central America and the Caribbean,2,2,Offline,L,7/7/11,662397325,6943,3644797.28,876553.75
Sub-Saharan Africa,3,6,Offline,L,2/19/16,612856280,6647,647683.68,366515.58
Europe,2,10,Offline,L,1/2/12,772893178,5122,162828.38,80210.52
Sub-Saharan Africa,1,8,Online,H,9/21/13,886306846,6746,1075447.32,646671.56
Asia,3,6,Online,C,3/29/14,317208611,7932,721256.76,500747.16
Sub-Saharan Africa,2,10,Offline,L,5/11/11,300022304,2122,338289.24,203414.92
Europe,1,7,Online,M,7/5/11,789484250,4789,466640.16,264065.46
Sub-Saharan Africa,1,6,Offline,M,11/3/10,910643279,8438,988174.18,747522.42
Central America and the Caribbean,1,8,Offline,L,2/17/14,308860719,7605,2773467.45,435006
Middle East and North Africa,3,2,Online,M,11/14/15,499810397,3858,375923.52,212730.12
North America,3,1,Online,C,8/10/11,819478642,796,28528.64,58458.24
Australia and Oceania,3,3,Offline,L,11/22/16,674164283,9048,1442432.16,867341.28
Sub-Saharan Africa,2,3,Offline,L,6/22/10,890478646,1275,149315.25,112952.25
Sub-Saharan Africa,1,2,Online,M,10/26/13,565345561,7170,2614827.3,410124
North America,2,6,Online,H,8/4/11,216001355,8456,4249478.24,1401412.88
Australia and Oceania,2,7,Online,M,1/10/16,429994857,3888,123599.52,60886.08
Australia and Oceania,3,10,Online,C,2/17/10,515187394,4253,2232654.88,536941.25
Sub-Saharan Africa,1,4,Online,L,1/24/12,749752795,7368,3867905.28,930210
Sub-Saharan Africa,3,9,Offline,M,9/29/10,132177388,3081,97944.99,48248.46
Asia,1,4,Online,L,2/6/15,431260001,8273,1318881.66,793049.78
Europe,2,6,Offline,M,5/24/12,336111962,1854,105066.18,46461.24
Sub-Saharan Africa,2,5,Online,M,6/20/17,406157100,9766,553439.22,244735.96
Europe,1,10,Offline,H,12/9/15,821131742,9985,5017861.9,1654814.05
Sub-Saharan Africa,1,6,Online,M,5/28/13,931084716,7513,425761.71,188275.78
Sub-Saharan Africa,3,4,Offline,H,7/20/16,606377351,9388,1496634.96,899933.68
Sub-Saharan Africa,2,8,Online,L,3/7/14,687683475,9677,879929.61,610909.01
Middle East and North Africa,1,3,Offline,C,4/23/11,735989415,4478,1179191.74,778589.86
Central America and the Caribbean,2,6,Offline,M,3/27/10,382594001,6922,674479.68,381679.08
Europe,1,10,Online,M,4/27/14,679108560,2169,1090009.26,359468.37
Sub-Saharan Africa,2,8,Online,M,8/18/16,947456920,2412,76677.48,37771.92
Europe,1,5,Offline,L,4/19/11,129875409,1875,106256.25,46987.5
Central America and the Caribbean,3,3,Offline,H,6/14/12,838912856,1811,288709.62,173602.46
North America,1,5,Offline,C,7/25/12,807430589,5509,175131.11,86270.94
Sub-Saharan Africa,1,7,Online,L,7/16/16,538602435,3284,1723968.64,414605
Europe,1,7,Offline,H,3/12/15,155914723,7486,51803.12,18041.26
Europe,2,3,Online,H,10/9/11,753166282,7495,51865.4,18062.95
Sub-Saharan Africa,3,7,Online,C,7/30/10,344468438,4721,752621.82,452555.06
Asia,2,8,Offline,L,3/13/13,614245021,7606,2002887.98,1322455.22
Central America and the Caribbean,1,7,Online,L,9/18/14,167232358,6626,45851.92,15968.66
Central America and the Caribbean,2,1,Online,C,1/20/15,378479278,9284,904632.96,511919.76
Europe,2,7,Offline,M,3/20/15,443347108,5116,599134.76,453226.44
Europe,1,3,Online,C,6/19/13,527509677,691,362747.36,87238.75
Europe,3,5,Offline,H,9/20/16,416953313,4606,146424.74,72129.96
Middle East and North Africa,1,4,Online,M,1/8/14,867976844,2491,79188.89,39009.06
Sub-Saharan Africa,1,2,Offline,M,8/16/10,457191598,2008,182587.44,126765.04
Australia and Oceania,2,8,Offline,H,8/19/16,531521403,7850,54322,18918.5
Middle East and North Africa,2,2,Online,L,12/6/12,258202588,6738,3537180.48,850672.5
Sub-Saharan Africa,3,10,Online,M,7/15/15,674783980,2430,236779.2,133990.2
Europe,2,10,Online,C,3/30/11,639126908,710,83148.1,62898.9
Europe,2,7,Online,L,6/3/14,879405200,4396,139748.84,68841.36
Europe,2,10,Offline,H,3/17/10,844105184,8337,265033.23,130557.42
Australia and Oceania,3,4,Offline,C,4/24/11,952025687,4412,2217206.48,731200.76
Central America and the Caribbean,2,8,Online,C,5/11/16,342278039,6533,3429563.68,824791.25
Sub-Saharan Africa,3,9,Online,H,9/9/13,924286067,5642,202209.28,414348.48
Central America and the Caribbean,2,5,Offline,L,6/1/15,627786099,4712,168878.08,346049.28
Sub-Saharan Africa,2,3,Online,M,10/15/15,152826964,3750,1884525,621487.5
Sub-Saharan Africa,3,2,Online,M,2/13/10,719769990,4790,2407166.6,793846.7
Sub-Saharan Africa,3,1,Online,H,9/23/13,919289004,6900,672336,380466
Australia and Oceania,1,9,Online,M,9/10/12,762370336,1179,187956.18,113018.94
Australia and Oceania,1,6,Online,M,2/7/13,330312812,5756,1515727.48,1000795.72
Central America and the Caribbean,2,2,Online,L,7/13/14,224727761,793,92868.23,70251.87
North America,3,2,Online,H,10/29/13,217539012,3483,1270215.27,199227.6
Australia and Oceania,1,10,Online,H,6/26/16,600982892,3048,485912.16,292181.28
Sub-Saharan Africa,3,10,Online,M,2/16/10,837608230,5744,522301.92,362618.72
Middle East and North Africa,2,9,Offline,L,9/26/13,910276353,9856,353239.04,723824.64
Sub-Saharan Africa,1,6,Offline,L,4/11/13,872161090,703,68500.32,38763.42
Asia,2,7,Offline,H,12/6/10,396748769,5632,179041.28,88197.12
Europe,3,7,Offline,C,9/20/13,127838218,9024,62446.08,21747.84
Asia,1,9,Online,H,8/8/14,329540765,7290,231749.1,114161.4
Sub-Saharan Africa,1,7,Offline,H,5/15/11,436280238,3872,26794.24,9331.52
Central America and the Caribbean,2,2,Offline,H,6/19/10,402792966,4244,676578.48,406829.84
Sub-Saharan Africa,3,9,Online,M,8/8/15,254127776,911,82837.23,57511.43
Sub-Saharan Africa,3,10,Online,M,5/31/16,535645997,8409,267322.11,131684.94
Sub-Saharan Africa,2,6,Offline,M,12/19/14,963021457,8304,297615.36,609845.76
Australia and Oceania,3,2,Online,L,5/18/14,872240483,4197,2203257.12,529871.25
Sub-Saharan Africa,1,6,Offline,C,1/21/15,569601905,6716,3375058.64,1113042.68
Europe,2,1,Online,M,11/22/10,881717050,8524,830578.56,470013.36
Europe,3,5,Offline,L,10/13/15,905509746,9311,4679149.94,1543112.03
